시군구,번지,아파트명,좌표X,좌표Y
서울특별시 광진구 자양동,591-12,신호빌라트,127.074987,37.5297354
서울특별시 광진구 자양동,663-21,와이엠프라젠스파,127.0841649,37.5309107
서울특별시 광진구 자양동,793,우방리버파크,127.0705584,37.5311479
서울특별시 광진구 자양동,579,우성1,127.0755843,37.534414
서울특별시 광진구 자양동,520-2,우성2,127.0739954,37.5332734
서울특별시 광진구 자양동,516,우성3,127.0716579,37.5360197
서울특별시 광진구 자양동,578,우성4,127.0758062,37.5351912
서울특별시 광진구 자양동,553-41,우성5,127.0712675,37.534794
서울특별시 광진구 자양동,515-1,우성6,127.0706051,37.5367388
서울특별시 광진구 자양동,510-5,이튼타워리버1차,127.069691,37.5369184
서울특별시 광진구 자양동,507-6,이튼타워리버2차,127.0691749,37.5355105
서울특별시 광진구 자양동,658-14,자양,127.0845118,37.532615
서울특별시 광진구 자양동,792,자양10차현대홈타운,127.0705101,37.5334548
서울특별시 광진구 자양동,761,자양2현대,127.0706343,37.5342003
서울특별시 광진구 자양동,789,자양8차현대홈타운,127.0720431,37.533491
서울특별시 광진구 자양동,790,자양9차현대홈타운,127.0692069,37.5337463
서울특별시 광진구 자양동,809,자양강변I-Park,127.0696601,37.5313118
서울특별시 광진구 자양동,645-5,자양동현대,127.0824168,37.5281212
서울특별시 광진구 자양동,787,자양삼성,127.0716392,37.5322192
서울특별시 광진구 자양동,783-1,자양우성7,127.0746096,37.5363569
서울특별시 광진구 자양동,642,자양현대5,127.0782918,37.5286059
서울특별시 광진구 자양동,786,자양현대6,127.0716692,37.5328508
서울특별시 광진구 자양동,678-8,자양훼밀리,127.0851565,37.5310591
서울특별시 광진구 자양동,810,자양힐101동,127.0817409,37.5401172
서울특별시 광진구 자양동,588-20,진넥스빌,127.0726853,37.5304786
서울특별시 광진구 자양동,24-31,청정,127.0639224,37.5409132
서울특별시 광진구 자양동,588,태원강변,127.0722504,37.5305929
서울특별시 광진구 자양동,219-31,태천해오름주상복합,127.0822653,37.5363326
서울특별시 광진구 자양동,690-58,파라다이스리버빌,127.0886318,37.5302311
서울특별시 광진구 자양동,57-103,한강극동,127.0644583,37.5337739
서울특별시 광진구 자양동,831-1,한강성원,127.0660152,37.5332631
서울특별시 광진구 자양동,591-13,한강이레,127.0752708,37.5297157
서울특별시 광진구 자양동,829,한강현대,127.066837,37.5330936
서울특별시 광진구 자양동,762,한라,127.0700492,37.5356629
서울특별시 광진구 자양동,695,한양,127.0910118,37.5314489
서울특별시 광진구 자양동,858,한영해시안,127.0633198,37.5397329
서울특별시 광진구 자양동,853,한화꿈에그린,127.0618571,37.533643
서울특별시 광진구 자양동,670,현대3,127.0834571,37.5285844
서울특별시 광진구 자양동,643-23,현대빌라트,127.0800707,37.528152
서울특별시 광진구 중곡동,646-10,광남캐스빌3차,127.0790651,37.558932
서울특별시 광진구 중곡동,130-1,그린트리,127.0852322,37.5562124
서울특별시 광진구 중곡동,120-18,대광그린,127.0863118,37.5555449
서울특별시 광진구 중곡동,62-68,대영,127.0888619,37.5589902
서울특별시 광진구 중곡동,133-9,대영2동,127.0842911,37.5563211
서울특별시 광진구 중곡동,609,삼민,127.0837389,37.5630979
서울특별시 광진구 중곡동,107-4,삼보드림,127.0924051,37.5559328
서울특별시 광진구 중곡동,109-9,삼성로얄,127.0923986,37.555001
서울특별시 광진구 중곡동,109-2,삼성로얄3,127.0926367,37.5551606
서울특별시 광진구 중곡동,186-9,삼성베스트빌,127.0787848,37.568848
서울특별시 광진구 중곡동,681,성원,127.0796315,37.5711895
서울특별시 광진구 중곡동,231-1,신성그랜드타워,127.08025,37.5651832
서울특별시 광진구 중곡동,292,에스케이,127.0865089,37.5688713
서울특별시 광진구 중곡동,90-18,욱현,127.0905493,37.5558739
서울특별시 광진구 중곡동,699,욱현하이브Ⅲ,127.0878807,37.554571
서울특별시 광진구 중곡동,35-10,웰빙,127.0855006,37.5620874
서울특별시 광진구 중곡동,130-5,주성AURA,127.086021,37.5556401
서울특별시 광진구 중곡동,191-77,중곡1단지,127.0788815,37.5663986
서울특별시 광진구 중곡동,190-26,중곡2단지,127.0784279,37.5667846
서울특별시 광진구 중곡동,683,중곡동광덕,127.0793915,37.5684644
서울특별시 광진구 중곡동,624-19,테라팰리스중곡1,127.0768825,37.5603722
서울특별시 광진구 중곡동,254-12,호동,127.0767134,37.5614939
서울특별시 광진구 화양동,113-1,광진코지웰,127.0718528,37.5470729
서울특별시 광진구 화양동,21-2,브라운스톤,127.0685662,37.5479996
서울특별시 광진구 화양동,530,씨즈건대힐스,127.0746792,37.5461982
서울특별시 광진구 화양동,110-37,화양타워,127.0711833,37.5470347
서울특별시 구로구 가리봉동,137-7,미래하이츠,126.8939682,37.4791379
서울특별시 구로구 가리봉동,139,효성,126.8953126,37.478905
서울특별시 구로구 개봉동,491,LIPe-푸른,126.8500932,37.4930897
서울특별시 구로구 개봉동,487,개봉동상우,126.8621459,37.4935494
서울특별시 구로구 개봉동,489,개봉동현대아이파크,126.859795,37.4900729
서울특별시 구로구 개봉동,270-80,거성,126.8510769,37.489106
서울특별시 구로구 개봉동,60-101,거성푸르뫼,126.8434989,37.5009472
서울특별시 구로구 개봉동,60-82,거성푸르뫼2,126.8435518,37.5001093
서울특별시 구로구 개봉동,346-33,건양,126.8551762,37.4883588
서울특별시 구로구 개봉동,47-1,건영,126.8407652,37.5013082
서울특별시 구로구 개봉동,484,고운,126.8505701,37.4990203
서울특별시 구로구 개봉동,312-38,길훈,126.8511289,37.4836322
서울특별시 구로구 개봉동,70-12,동도센트리움,126.8466684,37.4982842
서울특별시 구로구 개봉동,335-1,동인,126.8488194,37.4936376
서울특별시 구로구 개봉동,472,두산,126.8526549,37.4950228
서울특별시 구로구 개봉동,199-4,림괄,126.8597731,37.4938837
서울특별시 구로구 개봉동,333-6,비젼,126.8521502,37.4916059
서울특별시 구로구 개봉동,471,삼호,126.8572714,37.4943422
서울특별시 구로구 개봉동,470,삼환,126.854458,37.494777
서울특별시 구로구 개봉동,473,상우,126.8609726,37.4937045
서울특별시 구로구 개봉동,63-15,수영힐,126.8446715,37.5012264
서울특별시 구로구 개봉동,306-3,신세기,126.8533144,37.4938452
서울특별시 구로구 개봉동,318-36,신양지,126.8512177,37.4934016
서울특별시 구로구 개봉동,475,영화,126.8599959,37.4961995
서울특별시 구로구 개봉동,488,영화아이닉스,126.8492712,37.4828153
서울특별시 구로구 개봉동,366-1,왕궁,126.8549872,37.4856949
서울특별시 구로구 개봉동,469,우성,126.8437068,37.504491
서울특별시 구로구 개봉동,483,율포그레이스빌,126.8556696,37.494852
서울특별시 구로구 개봉동,479,진로,126.850883,37.4905355
서울특별시 구로구 개봉동,20-1,창동,126.8426872,37.5040024
서울특별시 구로구 개봉동,367-2,태경하이빌,126.8543519,37.4849115
서울특별시 구로구 개봉동,476,한마을,126.8625089,37.4952798
서울특별시 구로구 개봉동,493,한양아이클래스구로,126.8569375,37.4953653
서울특별시 구로구 개봉동,478,한진,126.8519376,37.4846813
서울특별시 구로구 개봉동,481,현대,126.858502,37.4920888
서울특별시 구로구 개봉동,480,현대홈타운,126.8616309,37.4916268
서울특별시 구로구 고척동,325,경남1,126.8627049,37.5053393
서울특별시 구로구 고척동,306,경남2,126.8568273,37.5043362
서울특별시 구로구 고척동,340,고척LIG리가1차,126.861408,37.5056337
서울특별시 구로구 고척동,340-1,고척LIG리가2차,126.8621113,37.5061618
서울특별시 구로구 고척동,323,그랜드,126.8476607,37.5076944
서울특별시 구로구 고척동,296,대우,126.8554731,37.503033
서울특별시 구로구 고척동,330,삼익,126.8528717,37.5074792
서울특별시 구로구 구로동,1265,구로두산,126.8886871,37.4893718
서울특별시 구로구 구로동,1278,구로두산위브,126.8902975,37.4860899
서울특별시 구로구 구로동,1259,구일우성,126.8769093,37.4902883
서울특별시 구로구 구로동,501,신구로자이,126.8896095,37.5055429
서울특별시 구로구 구로동,1263,신도림롯데,126.8844706,37.50345
서울특별시 구로구 구로동,1267,신도림태영타운,126.8886475,37.5060878
서울특별시 구로구 구로동,1277,우리유앤미,126.8817971,37.4966164
서울특별시 구로구 고척동,57-9,산업인,126.8669946,37.5044786
서울특별시 구로구 구로동,1256,구로현대,126.8959791,37.488491
서울특별시 구로구 구로동,560,신도림현대,126.886015,37.5049671
서울특별시 구로구 고척동,327,동아한신,126.8651376,37.5009193
서울특별시 구로구 고척동,338,마젤란,126.8640424,37.5043057
서울특별시 구로구 고척동,334,벽산,126.8644099,37.4957207
서울특별시 구로구 고척동,342,벽산베스트블루밍,126.8591146,37.5047065
서울특별시 구로구 고척동,97-3,삼명,126.8559664,37.4994221
서울특별시 구로구 고척동,336,삼환로즈빌,126.8580433,37.4978871
서울특별시 구로구 고척동,141-1,서울가든,126.860564,37.50255
서울특별시 구로구 고척동,322,성원,126.8657234,37.5019787
서울특별시 구로구 고척동,320,센츄리,126.8622842,37.5044346
서울특별시 구로구 고척동,324,신원프라자,126.863618,37.4992917
서울특별시 구로구 고척동,328,양우,126.8566086,37.5048506
서울특별시 구로구 고척동,76-55,"우성,현대",126.862781,37.4988587
서울특별시 구로구 고척동,321,우성꿈동산,126.8663194,37.5031417
서울특별시 구로구 고척동,215-5,진성,126.8551389,37.5071094
서울특별시 구로구 고척동,167-102,진성그린,126.8549078,37.5056678
서울특별시 구로구 고척동,326,청구,126.8638408,37.5015385
서울특별시 구로구 고척동,329,청솔우성,126.8598867,37.5062244
서울특별시 구로구 고척동,333,하이리빙,126.8594699,37.5061233
서울특별시 구로구 고척동,227-1,한성,126.8537495,37.5082606
서울특별시 구로구 고척동,337,한일유앤아이,126.8511528,37.5079787
서울특별시 구로구 고척동,52-332,한효,126.861314,37.5015238
서울특별시 구로구 구로동,716-22,우진빌라C,126.8844245,37.4875476
서울특별시 구로구 구로동,717-20,한성,126.8839142,37.4876534
서울특별시 구로구 구로동,718-29,청원아트빌라,126.8829692,37.4874233
서울특별시 구로구 구로동,739-29,,126.8858545,37.4882201
서울특별시 구로구 구로동,780-67,우정빌라,126.8891037,37.4868609
서울특별시 구로구 구로동,796-39,중앙빌라,126.8891353,37.4850871
서울특별시 구로구 구로동,796-65,삼성주택,126.888583,37.4853907
서울특별시 구로구 구로동,803-13,구로아트빌라8,126.8868863,37.4860858
서울특별시 구로구 구로동,800-19,800-19,126.8873406,37.485728
서울특별시 구로구 구로동,800-22,800-22,126.8874934,37.485667
서울특별시 구로구 구로동,807-41,807-41,126.8858235,37.4868124
서울특별시 구로구 구로동,97-5,SR친오애,126.892161,37.4966228
서울특별시 구로구 구로동,779-65,경성B,126.889726,37.4875675
서울특별시 구로구 구로동,779-64,경성,126.8896386,37.4876527
서울특별시 구로구 구로동,746-49,계영주택,126.886621,37.4870073
서울특별시 구로구 구로동,317-8,골드마인,126.8885469,37.492849
서울특별시 구로구 구로동,806-9,구로아트빌라3동,126.8864649,37.4860378
서울특별시 구로구 구로동,804-4,구로아트빌라9,126.8868292,37.4863813
서울특별시 구로구 구로동,567-4,구로에스케이뷰,126.8829677,37.5025519
서울특별시 구로구 구로동,1287,구로지웰,126.8865131,37.4906602
서울특별시 구로구 구로동,740-29,궁전아트빌라,126.8865618,37.4891249
서울특별시 구로구 구로동,104-6,그린플러스구로해담채2,126.891377,37.4971935
서울특별시 구로구 구로동,314,극동,126.8897999,37.491039
서울특별시 구로구 구로동,1283,근상프리즘,126.8755588,37.4982402
서울특별시 구로구 구로동,49,금호,126.8921575,37.4999031
서울특별시 구로구 구로동,730-2,남촌홈타운,126.8877084,37.4903637
서울특별시 구로구 구로동,1270,뉴홍현솔레디움,126.8835172,37.4988941
서울특별시 구로구 구로동,110-11,늘푸른주상복합,126.8885941,37.5017523
서울특별시 구로구 구로동,43-4,다솜금호,126.8919532,37.5025725
서울특별시 구로구 구로동,1286,다울숲,126.8885851,37.4922758
서울특별시 구로구 구로동,1273,대림아르빌,126.8952448,37.4905239
서울특별시 구로구 구로동,1285,대림역경남아너스빌,126.8931242,37.4933735
서울특별시 구로구 구로동,107-1,대림역대성스카이렉스,126.8909562,37.4994484
서울특별시 구로구 구로동,98-4,대림역와이즈플레이스,126.8903394,37.4955962
서울특별시 구로구 구로동,106-2,대림역포스큐,126.8919792,37.4981922
서울특별시 구로구 구로동,98,대림오페라타워,126.8894072,37.4951603
서울특별시 구로구 구로동,120,대림우성2,126.8938294,37.4940992
서울특별시 구로구 구로동,740-2,대산빌라,126.8866632,37.4890208
서울특별시 구로구 구로동,1282,덕영드림,126.8840702,37.5008677
서울특별시 구로구 구로동,110-4,도림두산베어스타워,126.8896413,37.5010247
서울특별시 구로구 구로동,106,동도아르떼빌,126.8912943,37.4984587
서울특별시 구로구 구로동,1257,럭키,126.8940683,37.4920247
서울특별시 구로구 구로동,97,로제리움2차,126.8910292,37.496015
서울특별시 구로구 구로동,792-62,모란빌라,126.8884967,37.4863219
서울특별시 구로구 구로동,792-58,미도빌라B동,126.8886302,37.4865246
서울특별시 구로구 구로동,1272,미래타워,126.8999397,37.4827092
서울특별시 구로구 구로동,806-64,백록빌라,126.8861452,37.4864312
서울특별시 구로구 구로동,440,보광,126.8860287,37.4953276
서울특별시 구로구 구로동,1271,보람쉬움,126.8976283,37.4866783
서울특별시 구로구 구로동,797-8,봉일,126.8888158,37.484965
서울특별시 구로구 구로동,98-10,비즈트위트그린,126.8904394,37.4953503
서울특별시 구로구 구로동,104-8,비즈트위트레드,126.8917105,37.4971094
서울특별시 구로구 구로동,44-5,비즈트위트레인보우,126.8917086,37.5021629
서울특별시 구로구 구로동,107-4,비즈트위트블루,126.8911269,37.498664
서울특별시 구로구 구로동,44-8,비즈트위트오렌지,126.8913937,37.5021276
서울특별시 구로구 구로동,256-1,삼성래미안,126.8918986,37.4877486
서울특별시 구로구 구로동,792-50,삼성아트빌라,126.8884951,37.4861709
서울특별시 구로구 구로동,108-2,새솔금호,126.8903197,37.500007
서울특별시 구로구 구로동,145-23,성락,126.8929891,37.4885519
서울특별시 구로구 구로동,1275,성삼하이츠,126.8925435,37.4956505
서울특별시 구로구 구로동,104-9,성호메이플라워멤버스빌,126.891368,37.4969204
서울특별시 구로구 구로동,717-11,세명,126.884049,37.4874129
서울특별시 구로구 구로동,793-34,송림주택,126.8881052,37.4864811
서울특별시 구로구 구로동,106-10,순영웰라이빌1차,126.8916448,37.4980243
서울특별시 구로구 구로동,97-2,순영웰라이빌2차,126.8914584,37.4962533
서울특별시 구로구 구로동,42,신도림LG자이,126.8921294,37.5035683
서울특별시 구로구 구로동,43-1,신도림로제리움,126.891449,37.5034392
서울특별시 구로구 구로동,1274,신성미소지움,126.8966525,37.4794615
서울특별시 구로구 구로동,100-8,신안타워,126.8888213,37.4958528
서울특별시 구로구 구로동,46,쌍용플래티넘노블,126.891399,37.5011658
서울특별시 구로구 구로동,108-4,아스타빌,126.8901701,37.4996267
서울특별시 구로구 구로동,748-14,영광빌라,126.887499,37.4869996
서울특별시 구로구 구로동,1268,영화참마음,126.874223,37.4970382
서울특별시 구로구 구로동,43-2,예원,126.8916196,37.5032472
서울특별시 구로구 구로동,1279,우민늘푸른,126.8939286,37.4880292
서울특별시 구로구 구로동,642-46,우방,126.8747132,37.4976332
서울특별시 구로구 구로동,1058,우성,126.8724637,37.4948021
서울특별시 구로구 구로동,1284,우성에비뉴,126.8983322,37.482386
서울특별시 구로구 구로동,110-9,우원그린빌,126.8888571,37.5014271
서울특별시 구로구 구로동,97-10,우진체리쉬,126.8919576,37.4961408
서울특별시 구로구 구로동,1262,월드,126.8758763,37.5055311
서울특별시 구로구 구로동,799-23,유진빌라,126.8879252,37.4855278
서울특별시 구로구 구로동,748-24,은진빌라,126.8875222,37.4868455
서울특별시 구로구 구로동,1260,이화우성,126.8938818,37.4898464
서울특별시 구로구 구로동,446-54,일동행복세상,126.8847221,37.4945434
서울특별시 구로구 구로동,1261,일신건영,126.8857623,37.5036733
서울특별시 구로구 구로동,796-35,일심빌리지,126.8887771,37.485249
서울특별시 구로구 구로동,799-20,장미빌라,126.8879605,37.485401
서울특별시 구로구 구로동,796-60,장수,126.888623,37.4851893
서울특별시 구로구 구로동,807-17,재선주택,126.885764,37.4863164
서울특별시 구로구 구로동,806-83,제일,126.8861946,37.4862862
서울특별시 구로구 구로동,800-2,조성빌라,126.8874117,37.4858744
서울특별시 구로구 구로동,110,종인아네스트,126.8884703,37.5019217
서울특별시 구로구 구로동,685-222,주공1,126.8754946,37.4935932
서울특별시 구로구 구로동,685-223,주공2,126.8767347,37.4912293
서울특별시 구로구 구로동,685-124,중앙하이츠,126.8761112,37.4967937
서울특별시 구로구 구로동,738-39,청우아트빌리지,126.8855614,37.4875681
서울특별시 구로구 구로동,779-37,청원주택,126.8895108,37.4877818
서울특별시 구로구 구로동,468,초롱타운,126.8808207,37.4958576
서울특별시 구로구 구로동,685-280,칠성3,126.8773611,37.4889969
서울특별시 구로구 구로동,98-8,케어빌,126.890721,37.4954958
서울특별시 구로구 구로동,97-8,코원,126.8921793,37.4962609
서울특별시 구로구 구로동,779-66,태양,126.8894083,37.4874752
서울특별시 구로구 구로동,98-12,파인마루오피스텔,126.890214,37.4952338
서울특별시 구로구 구로동,749-51,평화빌라,126.8876413,37.4874665
서울특별시 구로구 구로동,110-8,하나세인스톤1차,126.8889881,37.5012649
서울특별시 구로구 오류동,344,경남아너스빌,126.8398933,37.4907209
서울특별시 구로구 천왕동,280,천왕연지타운1단지,126.8376654,37.4773553
서울특별시 구로구 천왕동,281,천왕연지타운2단지,126.8447896,37.4829188
서울특별시 구로구 천왕동,279-2,천왕이펜하우스2단지,126.8384921,37.4848726
서울특별시 구로구 천왕동,278,천왕이펜하우스3단지,126.838916341,37.482251607
서울특별시 구로구 천왕동,273,천왕이펜하우스4단지,126.83906005,37.479903286
서울특별시 구로구 천왕동,277,천왕이펜하우스5단지,126.84226104,37.479582264
서울특별시 구로구 천왕동,275,천왕이펜하우스6단지,126.841051,37.4783405
서울특별시 금천구 독산동,1147,금천롯데캐슬골드파크1차,126.894426981405,37.4597543543324
서울특별시 금천구 독산동,1140,독산동중앙하이츠빌,126.8887269,37.4647875
서울특별시 금천구 독산동,1144,독산동한양수자인,126.8994054,37.4754599
서울특별시 금천구 독산동,1088,독산주공14단지,126.8865685,37.4601188
서울특별시 구로구 온수동,155,온수힐스테이트,126.820976,37.4971229
서울특별시 구로구 천왕동,282,천왕이펜하우스1단지,126.8393033,37.4827687
서울특별시 금천구 독산동,711-2,금천현대,126.8903796,37.4622731
서울특별시 구로구 구로동,97-4,하나세인스톤2차,126.891911,37.4964936
서울특별시 구로구 구로동,46-4,하나세인스톤3차,126.891978,37.5005743
서울특별시 구로구 구로동,642-39,한국현대,126.875388,37.4978616
서울특별시 구로구 구로동,796-72,한마음,126.8886753,37.4852691
서울특별시 구로구 구로동,46-5,한스타워,126.8916835,37.5004602
서울특별시 구로구 구로동,642-9,한신,126.8736678,37.4964992
서울특별시 구로구 구로동,798-2,한신주택,126.8878408,37.4853369
서울특별시 구로구 구로동,1280,한신휴플러스,126.8907848,37.4885249
서울특별시 구로구 구로동,1281,한일유앤아이,126.8760569,37.4864913
서울특별시 구로구 구로동,415-37,한일퍼스트빌,126.8821158,37.4928984
서울특별시 구로구 구로동,104-3,해담채3,126.8910048,37.4969973
서울특별시 구로구 구로동,796-22,행복주택,126.8887755,37.4854057
서울특별시 구로구 구로동,74-30,현대,126.8930518,37.4961277
서울특별시 구로구 구로동,701-76,현대로얄,126.8773292,37.4863866
서울특별시 구로구 구로동,685-147,현대상선,126.8752232,37.4960507
서울특별시 구로구 구로동,685-70,현대연예인,126.8771081,37.4929887
서울특별시 구로구 구로동,642-33,현대의보,126.8761153,37.4983002
서울특별시 구로구 구로동,108,현대파크빌,126.8899361,37.500381
서울특별시 구로구 구로동,110-1,희훈타워빌,126.8888574,37.5020043
서울특별시 구로구 궁동,182-11,다청림,126.8311963,37.4979489
서울특별시 구로구 궁동,143,다청림102동,126.8309147,37.5004225
서울특별시 구로구 궁동,190-121,대명그린,126.8324066,37.4958701
서울특별시 구로구 궁동,178-7,대명하이빌,126.8314076,37.4973784
서울특별시 구로구 궁동,290,우남푸르미아,126.8297647,37.493562
서울특별시 구로구 궁동,112-10,호수1차A동,126.829884,37.5001949
서울특별시 구로구 신도림동,432-1,SKVIEW,126.8865196,37.507022
서울특별시 구로구 신도림동,642,대림1,126.8806011,37.5058405
서울특별시 구로구 신도림동,642,대림2,126.8806011,37.5058405
서울특별시 구로구 신도림동,691,대림3,126.8779924,37.5069056
서울특별시 구로구 신도림동,646,대림e-편한세상4,126.8868711,37.5106192
서울특별시 구로구 신도림동,647,대림e-편한세상5,126.8807429,37.5070317
서울특별시 구로구 신도림동,648,대림e-편한세상6,126.8828373,37.505685
서울특별시 구로구 신도림동,649,대림e-편한세상7,126.8827902,37.5084937
서울특별시 구로구 신도림동,643,동아1,126.882971,37.5110648
서울특별시 구로구 신도림동,644,동아2,126.8859192,37.5085638
서울특별시 구로구 신도림동,645,동아3,126.8842212,37.5095648
서울특별시 구로구 신도림동,692,디큐브시티,126.888931,37.5086046
서울특별시 구로구 신도림동,290,미성,126.8764726,37.5073297
서울특별시 구로구 신도림동,309-6,성광빌딩,126.8844606,37.5113169
서울특별시 구로구 신도림동,338,신도림2차푸르지오,126.8894793,37.5105135
서울특별시 구로구 신도림동,435-10,신도림3차푸르지오,126.8841024,37.5068519
서울특별시 구로구 신도림동,412-3,신도림팰러티움,126.8818736,37.5039557
서울특별시 구로구 신도림동,640,신성은하수,126.8873775,37.5076648
서울특별시 구로구 신도림동,312-17,우성1,126.8860365,37.5115505
서울특별시 구로구 신도림동,639,우성2,126.8855048,37.5121936
서울특별시 구로구 신도림동,637,우성3,126.8843729,37.5130343
서울특별시 구로구 신도림동,638,우성5,126.8842027,37.5126385
서울특별시 구로구 신도림동,641,현대홈타운,126.8842754,37.5119916
서울특별시 구로구 오류동,335,금강,126.8476574,37.4930075
서울특별시 구로구 오류동,150-42,길훈,126.8438211,37.4905784
서울특별시 구로구 오류동,356,다청림,126.8381599,37.490434
서울특별시 구로구 오류동,235-2,대산,126.8329214,37.4895003
서울특별시 구로구 오류동,350,더메디치,126.8300567,37.4879743
서울특별시 구로구 오류동,337,동보,126.830301,37.4895809
서울특별시 구로구 오류동,336,동부,126.8478845,37.4970061
서울특별시 구로구 오류동,338,동부골든,126.83953,37.4992913
서울특별시 구로구 오류동,345,동선,126.8394707,37.4936864
서울특별시 구로구 오류동,334,라인,126.8470668,37.4966547
서울특별시 구로구 오류동,340,삼천리,126.8393418,37.4925657
서울특별시 구로구 오류동,351,서해그랑블,126.8294384,37.4869503
서울특별시 구로구 오류동,34-13,썬앤빌,126.8447358,37.4970425
서울특별시 구로구 오류동,193-17,양지쉐르빌,126.8390573,37.4909881
서울특별시 구로구 오류동,342,영풍마드레빌,126.8386346,37.4915542
서울특별시 구로구 오류동,347,오류동금호어울림,126.8391422,37.4984546
서울특별시 구로구 오류동,75-2,오류동역솔리스타,126.8407902,37.4940137
서울특별시 구로구 오류동,346,오류동푸르지오,126.8415311,37.4916378
서울특별시 구로구 오류동,31-4,오류동휘버스,126.8458705,37.497737
서울특별시 구로구 오류동,348,우림필유,126.8467609,37.4939832
서울특별시 구로구 오류동,108-76,유한수목원,126.8260284,37.4883747
서울특별시 구로구 오류동,349,은하수수목원,126.8271705,37.4889897
서울특별시 구로구 오류동,46-1,이좋은집,126.8420146,37.4948446
서울특별시 구로구 오류동,282,천왕이펜하우스1단지,126.8320563,37.4870876
서울특별시 구로구 오류동,51-31,포스시티,126.843385,37.4954269
서울특별시 구로구 오류동,6-1,한백고은,126.8397633,37.4963697
서울특별시 구로구 오류동,341,한신플러스타운,126.8410059,37.4983793
서울특별시 구로구 온수동,99-1,두양그린A동,126.816542,37.4952258
서울특별시 구로구 온수동,97-2,두양그린B동,126.8157623,37.4952223
서울특별시 구로구 온수동,154,리치안풍산,126.8175792,37.4958752
서울특별시 구로구 온수동,141,아이에스빌리브,126.8221713,37.4969102
서울특별시 구로구 항동,16-33,동보수목원,126.8210027,37.4859517
서울특별시 구로구 항동,233,현대홈타운스위트,126.8200697,37.484264
서울특별시 금천구 가산동,141-2,가산양우내안에애플,126.8911537,37.4789012
서울특별시 금천구 가산동,148-1,덕산,126.8960478,37.4767258
서울특별시 금천구 가산동,769,두산,126.8917242,37.4760485
서울특별시 금천구 가산동,235-57,드림캐슬,126.8908858,37.4731274
서울특별시 금천구 가산동,235-13,드림캐슬2차,126.8913128,37.4731281
서울특별시 금천구 가산동,145-29,백운한비치,126.8922879,37.4774073
서울특별시 금천구 가산동,140-36,비즈트위트바이올렛5차,126.8898071,37.4781368
서울특별시 금천구 가산동,234-46,삼익,126.8929933,37.4729051
서울특별시 금천구 가산동,774,온누리,126.8869131,37.4738973
서울특별시 금천구 가산동,772,주상복합두산,126.8937039,37.4755046
서울특별시 금천구 가산동,153-9,해찬행복드림,126.8940178,37.4737956
서울특별시 금천구 독산동,1093-5,각산,126.8870277,37.4559979
서울특별시 금천구 독산동,332-14,계룡,126.8927937,37.4671545
서울특별시 금천구 독산동,1028,대덕트윈빌,126.8991127,37.4673304
서울특별시 금천구 독산동,183-1,독산동아,126.9063278,37.4699628
서울특별시 금천구 독산동,293-10,독산현대,126.8950063,37.4674692
서울특별시 금천구 시흥동,1017,관악산신도브래뉴,126.9106575,37.4479487
서울특별시 금천구 시흥동,992-2,남서울건영,126.8986129,37.452828
서울특별시 금천구 시흥동,1026,남서울힐스테이트,126.9012055,37.4478428
서울특별시 금천구 시흥동,1009,시흥목련,126.8976618,37.4545977
서울특별시 노원구 공릉동,738,공릉우성,127.0727424,37.6285696
서울특별시 노원구 공릉동,106,공릉해링턴플레이스,127.086808,37.6276076
서울특별시 노원구 공릉동,670-20,노원프레미어스엠코,127.076197120371,37.6185320161544
서울특별시 금천구 독산동,184-4,동심,126.9049037,37.4690905
서울특별시 금천구 독산동,883-22,동은6차,126.906576,37.4772882
서울특별시 금천구 독산동,887-1,동은노보빌,126.9045952,37.4761471
서울특별시 금천구 독산동,1131,라이프,126.8922584,37.4610844
서울특별시 금천구 독산동,1006-139,리버스타운,126.8926248,37.4649094
서울특별시 금천구 독산동,992-43,리치힐104동,126.9045506,37.4737418
서울특별시 금천구 독산동,1132,목화101,126.9046965,37.4767124
서울특별시 금천구 독산동,961-13,목화102,126.9041107,37.4767825
서울특별시 금천구 독산동,974-2,목화103,126.904161,37.4760796
서울특별시 금천구 독산동,1135,백운,126.8931236,37.464658
서울특별시 금천구 독산동,956,삼익,126.9007696,37.4781194
서울특별시 금천구 독산동,1017-8,상진지오벨리A,126.9010064,37.4685356
서울특별시 금천구 독산동,1141,서초파레스,126.8995492,37.4705588
서울특별시 금천구 독산동,1138,설악솔내음,126.9022342,37.472102
서울특별시 금천구 독산동,888-18,성웅,126.9053074,37.4766422
서울특별시 금천구 독산동,1037-31,세진,126.9019395,37.465499
서울특별시 금천구 독산동,955,신도브래뉴,126.9002461,37.477416
서울특별시 금천구 독산동,965-1,예전이룸,126.9004527,37.4767029
서울특별시 금천구 독산동,958,을미월드힐,126.9014667,37.4785591
서울특별시 금천구 독산동,1143,이랜드해가든,126.8930592,37.4610173
서울특별시 금천구 독산동,889-26,장미,126.9066204,37.4768192
서울특별시 금천구 독산동,182-1,정심,126.9064517,37.4707764
서울특별시 금천구 독산동,333-24,중앙,126.8917885,37.4692377
서울특별시 금천구 독산동,1002,진도1차,126.8907122,37.4677974
서울특별시 금천구 독산동,1133,진도2차,126.8922168,37.4700234
서울특별시 금천구 독산동,1136,진도3차,126.8932959,37.4683505
서울특별시 금천구 독산동,1139,청광플러스원,126.8941339,37.4712583
